,e_aq,H_r,OH_r,H2,H2O2
128.85858585858585,0.2575538644930784,0.232778056574498,0.40413276434516576,0.8413812434401734,0.8864085954226714
130.36868686868686,0.25550960158502006,0.23150497429128744,0.40223716245211216,0.8432813563937613,0.8870628691255937
131.87878787878788,0.253507954670812,0.2302410862583958,0.40037926647645183,0.8451791527038436,0.8877074473639869
133.38888888888889,0.2515478358388857,0.22898666384397864,0.39855851453644897,0.847073685397643,0.8883425088396092
134.8989898989899,0.24962815717767256,0.22774197841619176,0.3967743447503675,0.8489640075023812,0.888968232254219
136.4090909090909,0.24774783077560408,0.22650730134319058,0.3950261952364716,0.8508491720452805,0.8895847963095741
137.91919191919192,0.2459057687211118,0.2252829039931308,0.3933135041130253,0.8527282320535627,0.8901923797074331
139.42929292929293,0.24410088310262718,0.22406905773416802,0.3916357094982929,0.8546002405544503,0.8907911611495536
140.93939393939394,0.24233208600858175,0.22286603393445795,0.38999224951053824,0.8564642505751647,0.8913813193376946
142.44949494949495,0.2405982895274069,0.22167410396215603,0.38838256226802553,0.8583193151429285,0.8919630329736137
143.95959595959596,0.2388984057475341,0.22049353918541806,0.38680608588901905,0.8601644872849636,0.8925364807590689
145.46969696969697,0.23723134675739493,0.21932461097239955,0.3852622584917824,0.8619988200284922,0.8931018413958193
146.97979797979798,0.2355960246454208,0.2181675906912562,0.3837505181945802,0.8638213664007363,0.893659293585622
148.489898989899,0.2339913515000432,0.2170227497101436,0.3822703031156764,0.8656311794289179,0.894209016030236
150.0,0.23241623940969355,0.21589035939721737,0.38082105137333505,0.8674273121402591,0.8947511874314192
